,year,ccode,GDP,log_GDP,GDP_growth,Country,PDebt,LTrate,rminusg,population,log_population,pop_growth,CAbalance,rgNegative,primaryFB,outputgap,real_GDP_growth,ka_open,finreform,inflation,geopoliticalRisk,VIX,REER,TaxRevenue,FiscalBalance,Freedom_Index_overall,Freedom_Index_Property_Rights,lengthRGepisode,InitialPDebtRGepisode,YNRGepisode,EuroMembership,BankingCrisis,EuroCrisis,PeripheryEuroCrisis,EuroCrisis2012,GDP_World_Bank,Net_foreign_assets_World_Bank,World_GDP,LTrate_Germany,LTrate_USA,kof_econ,kof_trade,kof_financial,PeripheryEuroCrisis20082015,EuroCrisis20082015,Post2007,safe_haven_past,lead_rminusg_1,lead_rminusg_2,lead_rminusg_3,lead_rminusg_4,lead_rminusg_5,lead_rminusg_6,lead_rminusg_7,lead_rminusg_8,lead_rminusg_9,lead_rminusg_10,EuroCrisis20082012,Standalone20102012,Standalone20082012,Standalone20082015,kof_financial_df,kof_financial_dj,safe_Germany,safe_USA,safe_benchmark,Inflation_difference_Germany,Inflation_difference_USA,spread_Germany,rminusg_future3,rminusg_future5,rminusg_future10,LTrate_future3,LTrate_future5,LTrate_future10,GDP_growth_future3,GDP_growth_future5,GDP_growth_future10,PDebt_future3,PDebt_future5,PDebt_future10,Eurozone
260,1975,CHE,68085.57,11.12852058,1.296396187,Switzerland,NA,6.435833,5.139436813,6338632,15.66217353,-0.043738043,NA,0,NA,NA,NA,NA,0.8095238,6.696595225,NA,NA,NA,14.291,NA,NA,NA,0,0,0,0,0,0,0,0,NA,52853100000,5.95E+12,8.675,7.9875,63.25,45.82,80.69,0,0,0,NA,-2.931822795,-2.745162129,-2.418967027,-3.673612564,NA,NA,NA,NA,NA,NA,0,0,0,0,74.65,86.73,0.918854708,0.843043015,0.843043015,0.78626638,-2.44655164,-2.239167,-2.409236576,-4.518268313,-3.201071121,4.118055667,4.1138334,4.4164667,6.527292243,8.632101713,7.617537821,NA,NA,33.882184,0
261,1976,CHE,70824.285,11.16795723,3.943665393,Switzerland,NA,4.9825,1.038834607,6302504,15.65645757,-0.571595755,NA,0,NA,NA,NA,NA,0.8095238,1.715476323,NA,NA,NA,15.801,NA,NA,NA,0,0,0,0,0,0,0,0,NA,58531300000,6.48E+12,8.033334,7.611667,64.18,47.5,80.86,0,0,0,NA,5.139436813,-2.931822795,-2.745162129,-2.418967027,-3.673612564,NA,NA,NA,NA,NA,0,0,0,0,74.65,87.07,0.839838113,0.834463592,0.834463592,-2.531158285,-4.029336312,-3.050834,-5.081792207,-5.737943705,-3.265508459,3.608055667,4.2313334,4.3412084,8.689847874,9.969277105,7.606716859,NA,NA,33.42689725,0
262,1977,CHE,77055.563,11.25228204,8.432480867,Switzerland,NA,4.045,-4.387480867,6281174,15.65306746,-0.339010906,NA,1,1.225707247,NA,NA,NA,0.8095238,1.295999163,NA,NA,NA,17.006,NA,NA,NA,0,0,0,0,0,0,0,0,NA,61660200000,7.33E+12,6.533333,7.419167,65.11,49.36,80.86,0,0,0,NA,1.038834607,5.139436813,-2.931822795,-2.745162129,-2.418967027,-3.673612564,NA,NA,NA,NA,0,0,0,0,74.65,87.07,0.853564506,0.593443016,0.593443016,-2.438169261,-5.205684832,-2.488333,-6.414231768,-4.876144429,-2.825031693,3.847222333,4.342,4.3399834,10.2614541,9.218144429,7.165015093,NA,NA,32.9676892,0
263,1978,CHE,82812.918,11.32433934,7.205730468,Switzerland,NA,3.326667,-3.879063468,6281738,15.65315725,0.00897881,NA,1,1.987726005,NA,NA,NA,0.8095238,1.028792895,NA,NA,NA,23.718,NA,NA,NA,0,0,0,0,0,0,0,0,NA,67843700000,8.63E+12,6.133333,8.41,65.2,48.66,81.74,0,0,0,NA,-4.387480867,1.038834607,5.139436813,-2.931822795,-2.745162129,-2.418967027,-3.673612564,NA,NA,NA,0,0,0,0,75.38,88.1,0.913210579,0.351687566,0.351687566,-1.689897641,-6.602170944,-2.806666,-6.807724729,-4.161309855,-2.704318048,4.595,4.5115,4.4092917,11.40272473,8.672809855,7.113609748,NA,34.292568,32.44370983,0
264,1979,CHE,91918.047,11.42865267,10.43133229,Switzerland,NA,3.4525,-6.978832286,6294365,15.65516535,0.200809492,NA,1,1.351177302,NA,NA,NA,0.8571429,3.647640106,NA,NA,93.07627931,26.2,NA,NA,NA,0,0,0,0,0,0,0,0,NA,69146700000,1.00E+13,7.566667,9.4425,66.66,51.03,82.28,0,0,0,NA,-3.879063468,-4.387480867,1.038834607,5.139436813,-2.931822795,-2.745162129,-2.418967027,-3.673612564,NA,NA,0,0,0,0,76.47,88.1,0.942548751,-0.129272706,-0.129272706,-0.3959819,-7.606831024,-4.114167,-4.507608797,-3.156610884,-2.29520968,4.976944333,4.7315834,4.583775,9.484553131,7.888194284,6.87898468,NA,34.135132,31.77041214,0
265,1980,CHE,104833.186,11.56012566,13.14729955,Switzerland,NA,4.7625,-8.384799549,6319408,15.65913609,0.397074419,-0.163955235,1,1.634962409,NA,NA,NA,0.8571429,4.022500848,NA,NA,85.6975974,27.674,NA,NA,NA,0,0,0,0,0,0,0,0,1.23E+11,69611645863,1.13E+13,8.425,11.46,67.83,52.41,83.26,0,0,0,NA,-6.978832286,-3.879063468,-4.387480867,1.038834607,5.139436813,-2.931822795,-2.745162129,-2.418967027,-3.673612564,NA,0,0,0,0,78.27,88.24,0.892238511,-0.406855866,-0.406855866,-1.418555343,-9.526701122,-3.6625,-1.814305814,-1.883873929,-1.237855938,4.780833333,4.7191,4.7524667,6.595139147,6.602973929,5.990322638,34.292568,33.882184,32.09300588,0
266,1981,CHE,116590.268,11.66642108,10.62954235,Switzerland,NA,5.57,-5.059542353,6354074,15.66460674,0.54706491,3.050375923,1,2.014813319,NA,1.60133593,NA,0.8571429,6.49030964,NA,NA,84.99030012,25.405,NA,NA,NA,0,0,0,0,0,0,0,0,1.12E+11,57455151206,1.17E+13,10.13333,13.91083,68.89,53.09,84.69,0,0,0,NA,-8.384799549,-6.978832286,-3.879063468,-4.387480867,1.038834607,5.139436813,-2.931822795,-2.745162129,-2.418967027,-3.673612564,0,0,0,0,81,88.37,0.878488082,-0.316923154,-0.316923154,0.14606872,-3.8444057,-4.56333,-0.77957084,-0.793073214,-0.348515386,4.441805667,4.4510834,4.8194324,5.221376507,5.244156614,5.167947786,34.135132,33.42689725,32.54279511,0
267,1982,CHE,122172.5,11.71318926,4.67681749,Switzerland,NA,4.598333,-0.07848449,6391309,15.67044966,0.584291675,2.200918078,1,1.303984126,NA,-1.309417496,NA,0.8571429,5.655101824,NA,NA,89.95643292,26.417,NA,NA,NA,0,0,0,0,0,0,0,0,1.15E+11,69446552560,1.16E+13,8.908334,13.00167,68.15,52.04,84.26,0,0,0,NA,-5.059542353,-8.384799549,-6.978832286,-3.879063468,-4.387480867,1.038834607,5.139436813,-2.931822795,-2.745162129,-2.418967027,0,0,0,0,80.08,88.43,0.834392799,-0.099809139,-0.099809139,0.414054698,-0.476325176,-4.310001,-1.427114267,-0.773918956,0.078215584,4.475722333,4.3379668,4.9994404,5.9028366,5.111885756,4.921224816,33.882184,32.9676892,33.3562677,0
268,1983,CHE,127769.078,11.75797984,4.479057599,Switzerland,34.292568,4.174167,-0.304890599,6418773,15.67473754,0.42878792,1.056319987,1,1.175147996,NA,0.639079545,NA,0.8571429,2.949794435,NA,NA,91.42335612,26.912,NA,NA,NA,0,0,0,0,0,0,0,0,1.15E+11,74631321484,1.18E+13,8.083333,11.105,68.44,53.48,83.41,0,0,0,NA,-0.07848449,-5.059542353,-8.384799549,-6.978832286,-3.879063468,-4.387480867,1.038834607,5.139436813,-2.931822795,-2.745162129,0,0,0,0,78.29,88.53,0.80111939,-0.150975004,-0.150975004,-0.343620168,-0.262640798,-3.909166,-1.193996993,-1.24732624,0.34238293,4.494305667,4.3070834,5.0372606,5.68830266,5.55440964,4.69487767,33.13834033,32.0739382,34.4957336,0
269,1984,CHE,136361.18,11.82306238,6.508254431,Switzerland,33.977696,4.552917,-1.955337431,6441865,15.67832865,0.359111652,5.606414341,1,1.879460615,NA,3.008456322,NA,0.8571429,2.931456691,NA,NA,88.54227963,25.882,NA,NA,NA,0,0,0,0,0,0,0,0,1.10E+11,84315814062,1.23E+13,7.958333,12.43833,69.57,55.13,84.02,0,0,0,NA,-0.304890599,-0.07848449,-5.059542353,-8.384799549,-6.978832286,-3.879063468,-4.387480867,1.038834607,5.139436813,-2.931822795,0,0,0,0,79.48,88.56,0.792360341,-0.198929202,-0.198929202,0.525661622,-1.369078784,-3.405416,-0.536455584,-1.433808475,0.696311593,4.320916667,4.4359666,5.07783,4.857372251,5.869775075,4.381518407,32.189394,30.8245242,35.943716,0
270,1985,CHE,145841.305,11.89027436,6.72119777,Switzerland,33.376288,4.700083,-2.02111477,6470365,15.68274308,0.441442668,5.436721792,1,NA,NA,3.673595924,NA,0.8571429,3.435399353,79.58,NA,86.87598914,25.661,NA,NA,NA,9,0,0,0,0,0,0,0,1.11E+11,95300833842,1.29E+13,7.041667,10.62333,71.71,57,86.42,0,0,0,NA,-1.955337431,-0.304890599,-0.07848449,-5.059542353,-8.384799549,-6.978832286,-3.879063468,-4.387480867,1.038834607,5.139436813,0,0,0,0,83.99,88.84,0.793847077,-0.224412852,-0.224412852,1.369168621,-0.110244799,-2.341584,-0.753393001,-0.591837948,1.09508204,4.094139,4.7858334,5.0599671,4.847532001,5.377671348,3.96488506,31.00523567,31.019499,37.7562174,0
271,1986,CHE,151543.64,11.92862892,3.835455778,Switzerland,32.061037,4.229917,0.394461222,6504124,15.687947,0.520391611,2.923225533,0,NA,NA,1.858632898,NA,0.8571429,0.750309839,82.59,NA,92.69137781,38.294,NA,NA,NA,0,0,0,0,0,0,0,0,1.59E+11,1.03E+11,1.52E+13,6.158333,7.6825,70.71,55.61,85.82,0,0,0,NA,-2.02111477,-1.955337431,-0.304890599,-0.07848449,-5.059542353,-8.384799549,-6.978832286,-3.879063468,-4.387480867,1.038834607,0,0,0,0,82.89,88.75,0.780542571,-0.231434151,-0.231434151,0.879722644,-1.147737883,-1.928416,-1.847462942,0.096042442,1.195463232,4.416611,5.1877814,5.0367779,6.264073942,5.091738958,3.841314668,29.56176533,31.8355134,39.8394918,0
272,1987,CHE,157752.645,11.96878355,4.015463204,Switzerland,31.130857,4.03275,0.017286796,6545106,15.69422815,0.628115755,3.153192278,0,NA,NA,1.585478008,NA,0.8571429,1.44032188,75.46,NA,96.23339504,47.434,NA,NA,NA,0,0,0,0,0,0,0,0,1.99E+11,1.11E+11,1.73E+13,6.25,8.384167,70.84,55.73,85.95,0,0,0,NA,0.394461222,-2.02111477,-1.955337431,-0.304890599,-0.07848449,-5.059542353,-8.384799549,-6.978832286,-3.879063468,-4.387480867,0,0,0,0,83.32,88.58,0.773685408,-0.198310871,-0.198310871,1.19041572,-2.224241338,-2.21725,-1.123645919,0.930350124,1.102146525,5.222166667,5.660914,4.969147,6.345812586,4.730563876,3.867000475,30.63520033,33.7448462,42.2483007,0
273,1988,CHE,168670.151,12.03570032,6.691677019,Switzerland,29.823813,4.01975,-2.671927019,6593386,15.70157758,0.734943056,4.100538916,1,NA,NA,3.277596377,NA,0.8571429,1.872468597,58.9,NA,95.03803447,51.88,NA,NA,NA,0,0,0,0,0,0,0,0,2.16E+11,1.05E+11,1.94E+13,6.491667,8.845834,71.03,57.03,85.03,0,0,0,NA,0.017286796,0.394461222,-2.02111477,-1.955337431,-0.304890599,-0.07848449,-5.059542353,-8.384799549,-6.978832286,-3.879063468,0,0,0,0,81.57,88.49,0.782703806,-0.177873898,-0.177873898,0.598344625,-2.20527251,-2.471917,1.044950811,1.932092101,1.300800248,5.962135667,5.7674378,4.8716303,4.917184855,3.835345699,3.570830052,32.74096567,36.917529,45.019361,0
274,1989,CHE,182873.719,12.11655113,8.085081602,Switzerland,27.730626,5.197333,-2.887748602,6646912,15.70966294,0.808536056,3.495710807,1,NA,NA,4.330794024,NA,0.8571429,3.155269797,52.51,NA,89.69390622,48.651,NA,NA,NA,2,31.130857,1,0,0,0,0,0,2.08E+11,86276377425,2.02E+13,7.025,8.498333,72.86,59.17,86.54,0,0,0,NA,-2.671927019,0.017286796,0.394461222,-2.02111477,-1.955337431,-0.304890599,-0.07848449,-5.059542353,-8.384799549,-6.978832286,0,0,0,0,84.43,88.66,0.792277762,-0.169531937,-0.169531937,0.37470999,-1.671733233,-1.827667,3.403808747,2.82643166,1.579707746,6.362495667,5.7196934,4.6558303,2.95868692,2.89326174,3.076122554,37.05659733,41.0629078,47.6610296,0
275,1990,CHE,190833.753,12.15915792,4.260679135,Switzerland,34.351162,6.449417,2.188737865,6715519,15.71993167,1.026873072,2.302230784,0,1.198122417,NA,3.674625697,NA,0.8571429,5.403959092,96.74,23.06347826,96.03787312,61.292,NA,NA,NA,0,0,0,0,0,0,0,0,2.66E+11,74727414403,2.28E+13,8.726666,8.55,71.9,57.92,85.88,0,0,0,NA,-2.887748602,-2.671927019,0.017286796,0.394461222,-2.02111477,-1.955337431,-0.304890599,-0.07848449,-5.059542353,-8.384799549,0,0,0,0,83.26,88.5,0.765097228,-0.173635821,-0.173635821,2.707487714,0.006002652,-2.277249,3.453157081,2.782002027,1.146606509,5.730146333,5.3341008,4.4033969,2.276989252,2.552098773,3.256790391,40.83528567,44.4929358,49.5852298,0
276,1991,CHE,195480.491,12.18321586,2.405793828,Switzerland,36.141109,6.239657,3.833863172,6799978,15.73242993,1.249826024,3.542716148,0,-0.533796134,NA,-0.915816589,NA,0.8571429,5.859596635,79.01,18.37337302,95.37141627,61.522,NA,NA,NA,0,0,0,0,0,0,0,0,2.69E+11,73770082927,2.39E+13,8.445833,7.858333,71.98,57.5,86.46,0,0,0,NA,2.188737865,-2.887748602,-2.671927019,0.017286796,0.394461222,-2.02111477,-1.955337431,-0.304890599,-0.07848449,-5.059542353,0,0,0,0,83.53,89.39,0.760806517,-0.179437189,-0.179437189,1.812559819,1.62463267,-2.206176,2.703185754,2.294884022,0.737058771,5.303131,4.8857744,4.1176062,2.599945246,2.590890378,3.380547429,44.940756,47.8434702,51.227182,0
277,1992,CHE,199847.877,12.20531174,2.209587797,Switzerland,40.677521,6.398413,4.188825203,6875364,15.74345515,1.102521072,4.772545679,0,-1.410780505,NA,-0.043732916,NA,0.8571429,4.037030208,41.35,15.45204724,93.6225986,65.242,NA,NA,NA,0,0,0,0,0,0,0,0,2.80E+11,85133483460,2.54E+13,7.835208,7.01,72.12,57.99,86.25,0,0,0,NA,3.833863172,2.188737865,-2.887748602,-2.671927019,0.017286796,0.394461222,-2.02111477,-1.955337431,-0.304890599,-0.07848449,0,0,0,0,82.92,89.58,0.753498808,-0.203004022,-0.203004022,-1.019949114,1.00821053,-1.436795,1.962440586,1.273942925,0.32748192,4.677478,4.27738,3.7976566,2.715037414,3.003437075,3.47017468,48.548683,50.7517552,53.0840262,0
278,1993,CHE,204325.094,12.2274676,2.215586132,Switzerland,45.687227,4.552369,2.336782868,6938265,15.7525623,0.910715566,6.193601415,0,-1.504276927,NA,-0.125983738,NA,0.8571429,3.292621803,46.82,12.68624506,95.66691649,64.814,NA,NA,NA,0,0,0,0,0,0,0,0,2.72E+11,97763278904,2.59E+13,6.496459,5.873333,72.71,58.7,86.72,0,0,0,NA,4.188825203,3.833863172,2.188737865,-2.887748602,-2.671927019,0.017286796,0.394461222,-2.02111477,-1.955337431,-0.304890599,0,0,0,0,83.64,89.8,0.716308012,-0.245204242,-0.245204242,-1.181953252,0.340964837,-1.94409,1.649604013,0.669508395,0.288965762,4.492696667,3.9758228,3.6082947,2.843092654,3.306314405,3.319328938,50.95086767,53.121193,54.3477107,0
279,1994,CHE,211338.041,12.26121422,3.374661809,Switzerland,48.45752,4.958611,1.583949191,6993795,15.76053389,0.797158411,5.546292735,0,-0.78453767,NA,1.269757732,NA,0.9047619,0.852116995,43.91,13.92551587,100.1314316,72.991,NA,NA,NA,0,0,0,0,0,0,0,0,3.02E+11,81988075289,2.78E+13,6.884414,7.08,72.83,58.61,87.05,0,0,0,-0.410380931,2.336782868,4.188825203,3.833863172,2.188737865,-2.887748602,-2.671927019,0.017286796,0.394461222,-2.02111477,-1.955337431,0,0,0,0,84.08,90.03,0.715136297,-0.207252946,-0.207252946,-1.840940386,-1.755324597,-1.925803,0.816327523,0.332983833,-0.043983839,3.95864,3.5919672,3.3864503,3.142312477,3.258983367,3.430434139,53.20467633,54.2591514,55.4271409,0
280,1995,CHE,216807.006,12.28676286,2.5548643,Switzerland,51.501302,4.521454,1.9665897,7040687,15.76721631,0.668242326,5.862537786,0,0.009711973,NA,0.480866574,NA,0.9047619,1.799827769,35.57,12.38876984,106.7071097,87.463,-1.857393762,NA,NA,0,0,0,0,0,0,0,0,3.53E+11,87941001768,3.09E+13,6.850543,6.58,73.03,58.97,87.09,0,0,0,0.357145836,1.583949191,2.336782868,4.188825203,3.833863172,2.188737865,-2.887748602,-2.671927019,0.017286796,0.394461222,-2.02111477,0,0,0,0,83.96,90.22,0.707099018,-0.203007257,-0.203007257,0.093667245,-1.00559192,-2.329089,-0.067665639,-0.48878901,-0.447706881,3.466349667,3.472693,3.1438549,3.534015306,3.96148201,3.591561781,55.21571433,54.6775238,55.8943054,0
281,1996,CHE,222517.356,12.31276038,2.599751852,Switzerland,52.893781,3.998025,1.398273148,7071850,15.77163267,0.441636407,5.849521704,0,-0.225974218,NA,0.493909886,1,0.9047619,0.811634065,40.53,16.44216535,103.5304281,85.826,-2.012582719,76.8,70,0,0,0,0,0,0,0,0,3.40E+11,1.16E+11,3.16E+13,6.215378,6.438334,74.71,61.63,87.79,0,0,0,0.347796079,1.9665897,1.583949191,2.336782868,4.188825203,3.833863172,2.188737865,-2.887748602,-2.671927019,0.017286796,0.394461222,0,0,0,0,85.13,90.45,0.71036842,-0.17956878,-0.17956878,-0.638092408,-2.119570135,-2.217353,-0.566647895,-0.820766479,-1.46354473,3.146785667,3.349438,2.9957607,3.713433561,4.170204479,4.45930543,55.633558,54.6108938,55.5722612,0
282,1997,CHE,232230.013,12.35548359,4.272321281,Switzerland,55.218946,3.356441,-0.915880281,7088906,15.77404158,0.24089121,8.578393152,1,-0.543324203,,2.269168119,1,0.9047619,0.520225423,33.14,22.36398406,95.3434143,73.5,-2.33062939,78.6,90,0,0,0,0,0,0,0,0,2.95E+11,1.35E+11,3.15E+13,5.640138,6.3525,78.05,66.3,89.8,0,0,0,0.15655387,1.398273148,1.9665897,1.583949191,2.336782868,4.188825203,3.833863172,2.188737865,-2.887748602,-2.671927019,0.017286796,0,0,0,0,88.54,91.06,0.723644544,-0.135104956,-0.135104956,-1.419144002,-1.817464514,-2.283697,-0.975445972,-0.618979086,-2.133711487,3.336333,3.3179332,2.9527916,4.311778972,3.936912286,5.086503087,55.09163067,55.4162972,54.6261649,0
283,1998,CHE,241055.704,12.39278332,3.729972785,Switzerland,57.534416,3.044583,-0.685389785,7110001,15.77701294,0.297135766,8.290800034,1,0.507155866,NA,3.065331375,1,0.9047619,0.017938438,67.31,25.60297619,96.56721087,77.789,-1.303451839,79,90,0,0,0,0,0,0,0,0,3.04E+11,1.64E+11,3.14E+13,4.573921,5.264167,79.36,67.62,91.1,0,0,0,0.033257362,-0.915880281,1.398273148,1.9665897,1.583949191,2.336782868,4.188825203,3.833863172,2.188737865,-2.887748602,-2.671927019,0,0,0,0,90.75,91.45,0.750201453,-0.069580021,-0.069580021,-0.893246863,-1.534340661,-1.529338,-0.834187444,-0.09157687,-2.463472091,3.448722,3.2407666,2.9380166,4.282909444,3.33234347,5.401488691,53.43370233,55.5742284,53.4605619,0
284,1999,CHE,248739.984,12.42416339,3.138006619,Switzerland,54.147312,3.039333,-0.098673619,7143991,15.78178214,0.476919931,9.47448233,1,0.222245198,NA,1.745534401,1,0.952381,0.806444381,50.57,24.37297619,94.73457555,76.998,-1.56724193,79.1,90,0,0,0,0,0,0,0,0,2.99E+11,1.81E+11,3.26E+13,4.49061,5.636667,80.54,69.41,91.66,0,0,0,0.052575166,-0.685389785,-0.915880281,1.398273148,1.9665897,1.583949191,2.336782868,4.188825203,3.833863172,2.188737865,-2.887748602,0,0,0,0,91.53,91.79,0.781368909,0.024659834,0.024659834,0.221011237,-1.381582816,-1.451277,-0.770277341,-0.420951511,-2.227384815,3.501916667,3.1809334,2.85435,4.272194008,3.601884911,5.081734815,55.13325267,56.5951304,52.4524137,0
285,2000,CHE,264299.171,12.48483696,6.067357512,Switzerland,53.593164,3.925083,-2.142274512,7184250,15.78740169,0.561954617,11.02214381,1,1.993561496,NA,3.976409234,1,0.952381,1.558529197,37.67,23.32023715,92.29452429,75.144,0.281337705,76.8,90,0,0,0,0,0,0,0,0,2.80E+11,1.30E+11,3.37E+13,5.263958,6.029167,85.32,77.71,92.93,0,0,0,0.01990529,-0.098673619,-0.685389785,-0.915880281,1.398273148,1.9665897,1.583949191,2.336782868,4.188825203,3.833863172,2.188737865,0,0,0,0,93.68,92.17,0.804154082,0.090139911,0.090139911,0.11826101,-1.818328074,-1.338875,0.594354593,-0.406624753,-2.232489709,3.079805667,2.8150168,2.6250084,2.485451073,3.221641553,4.857498109,56.710222,57.111087,51.3473365,0
286,2001,CHE,274106.119,12.52127061,3.643364201,Switzerland,52.560631,3.38175,-0.261614201,7229854,15.7937294,0.632771238,7.29498424,1,1.800446484,NA,1.575817262,1,0.952381,0.98902033,112.74,25.74967742,94.6838721,75.356,0.207109829,76,90,5,52.893781,1,0,0,0,0,0,2.87E+11,1.39E+11,3.34E+13,4.796749,5.0175,84.22,75.42,93.02,0,0,0,-0.043972232,-2.142274512,-0.098673619,-0.685389785,-0.915880281,1.398273148,1.9665897,1.583949191,2.336782868,4.188825203,3.833863172,0,0,0,0,93.73,92.31,0.802110485,0.126979634,0.126979634,-0.994836606,-1.837150789,-1.414999,0.099710386,-2.106322981,-2.717428027,2.865944667,2.6420834,2.4340001,2.766234281,4.748406381,5.151428127,58.940619,56.5336286,50.3765069,0
287,2002,CHE,282753.058,12.55232921,3.105860312,Switzerland,59.245963,3.198917,0.093056688,7284753,15.80129409,0.756469146,7.667243766,0,-0.267550118,NA,-0.005506463,1,0.952381,0.642711507,173.67,27.29246032,98.08128274,83.363,-1.742044664,79.3,90,0,0,0,0,0,0,0,0,3.10E+11,1.67E+11,3.47E+13,4.783661,4.610833,81.12,75.22,87.02,0,0,0,-0.06989553,-0.261614201,-2.142274512,-0.098673619,-0.685389785,-0.915880281,1.398273148,1.9665897,1.583949191,2.336782868,4.188825203,0,0,0,0,93.6,80.43,0.81562655,0.162156198,0.162156198,-0.778094098,-0.94332012,-1.584744,-0.621522085,-3.648443887,-3.098352212,2.498139,2.58765,2.17877506,3.119661085,6.236093887,5.277127272,57.91628033,53.8360326,48.8276988,0
288,2003,CHE,284759.572,12.5594005,0.707128707,Switzerland,58.324072,2.65875,1.951621293,7339001,15.80871329,0.741919603,11.66942152,0,-0.049116208,NA,-0.046846373,1,0.952381,0.638272931,203.43,21.98285714,98.36665595,95.177,-1.355406816,79,90,0,0,0,0,0,0,0,0,3.63E+11,1.72E+11,3.89E+13,4.071143,4.015,81.56,74.32,88.81,0,0,0,-0.064483347,0.093056688,-0.261614201,-2.142274512,-0.098673619,-0.685389785,-0.915880281,1.398273148,1.9665897,1.583949191,2.336782868,0,0,0,0,94.38,83.24,0.827328339,0.214535289,0.214535289,-0.395954835,-1.631822042,-1.412393,-4.192097629,-4.835367312,-3.688795899,2.450916667,2.6352666,2.00781673,6.643014295,7.470633912,5.696612629,55.03270267,51.3468954,47.2998291,0
289,2004,CHE,297823.895,12.60425763,4.485713823,Switzerland,59.251822,2.740167,-1.745546823,7389625,15.81558755,0.68742596,13.60458744,1,-0.14093374,NA,2.821528115,1,0.952381,0.802908731,106.45,15.47964427,97.35840226,104.945,-1.385681559,79.5,90,0,0,0,0,0,0,0,0,4.06E+11,1.66E+11,4.39E+13,4.037231,4.274167,80.74,72.33,89.15,0,0,0,-0.003965259,1.951621293,0.093056688,-0.261614201,-2.142274512,-0.098673619,-0.685389785,-0.915880281,1.398273148,1.9665897,1.583949191,0,0,0,0,94.89,83.4,0.844417787,0.28256917,0.28256917,-0.862824678,-1.874327962,-1.297064,-6.149431302,-4.033818119,-3.86432825,2.513111,2.5277666,1.80305003,8.662542302,6.561584719,5.66737828,50.53475633,48.309697,45.683493,0
290,2005,CHE,310493.747,12.64591904,4.166140724,Switzerland,56.172947,2.0955,-2.070640724,7437115,15.82199356,0.64060154,12.55398925,1,0.637114242,NA,2.882638434,1,0.952381,1.171954203,67.62,12.80897233,95.47763566,108.836,-0.642358304,79.3,90,0,0,0,0,0,0,0,0,4.21E+11,1.84E+11,4.75E+13,3.354017,4.29,82.53,74.93,90.13,0,0,0,-0.076994013,-1.745546823,1.951621293,0.093056688,-0.261614201,-2.142274512,-0.098673619,-0.685389785,-0.915880281,1.398273148,1.9665897,0,0,0,0,95.23,85.02,0.856869198,0.331303825,0.331303825,-0.374955449,-2.220792642,-1.258517,-6.786883004,-4.058354664,-4.072710991,2.780222,2.435,1.586583363,9.567105004,6.493354664,5.659294354,47.103236,45.583586,44.3694166,0
291,2006,CHE,347559.421,12.75869093,11.27718834,Switzerland,49.673339,2.517083,-8.760105339,7483934,15.82826915,0.627558473,13.59856923,1,2.135887084,NA,4.015007608,1,NA,1.059509283,89.66,12.80361111,92.89642863,114.016,0.84237831,78.9,90,0,0,0,0,0,0,0,0,4.44E+11,1.93E+11,5.15E+13,3.764125,4.791667,81.4,72.27,90.52,0,0,0,-0.050779322,-2.070640724,-1.745546823,1.951621293,0.093056688,-0.261614201,-2.142274512,-0.098673619,-0.685389785,-0.915880281,1.398273148,0,0,0,0,95.85,85.18,0.873632844,0.382499754,0.382499754,-0.517918976,-2.166434818,-1.247042,-3.112781511,-3.328533074,-3.653021196,2.675416667,2.2259168,1.298675063,5.788198177,5.554449874,4.951696259,45.23406633,44.2193852,43.5952992,0
292,2007,CHE,386208.981,12.8641339,10.54429784,Switzerland,45.757983,2.92675,-7.617547844,7551117,15.83720606,0.893690978,9.501970491,1,2.716126815,NA,3.995722246,1,NA,0.732350603,80.9,17.53593625,89.04248673,125.813,1.566959436,78,90,0,0,0,0,0,0,0,0,4.94E+11,1.82E+11,5.81E+13,4.217113,4.629167,81.95,73.24,90.66,0,0,0,-0.034586058,-8.760105339,-2.070640724,-1.745546823,1.951621293,0.093056688,-0.261614201,-2.142274512,-0.098673619,-0.685389785,-0.915880281,0,0,0,0,95.97,85.34,0.882769329,0.412310936,0.412310936,-1.565991194,-2.120321879,-1.290363,-1.304706713,-2.548260537,-3.137327327,2.243722333,1.76990012,0.99879173,3.548429046,4.318160657,4.136119057,44.16220267,43.819365,43.2897855,0
293,2008,CHE,413714.827,12.93293219,6.879828829,Switzerland,45.878386,2.896833,-3.982995829,7647675,15.84991224,1.270618074,2.517661755,1,2.994919561,NA,2.755511436,1,NA,2.426041171,67.08,32.6955336,92.52456047,147.293,1.923308689,79.5,90,5,58.324072,1,0,1,0,0,0,5.70E+11,2.03E+11,6.37E+13,3.984804,3.666667,81.77,72.9,90.65,0,0,1,0.061023893,-7.617547844,-8.760105339,-2.070640724,-1.745546823,1.951621293,0.093056688,-0.261614201,-2.142274512,-0.098673619,-0.685389785,0,0,1,1,94.83,86.47,0.887471064,0.434513735,0.434513735,-0.202340578,-1.413059126,-1.087971,-1.680707231,-2.542224486,-3.178998219,1.768667,1.38036686,0.712425097,3.449374231,3.922591346,3.891423316,43.153519,43.2527628,42.7975338,0
